# 【完全版・マーフィーの法則】永久保存版 ～潜在意識と成功・お金・健康・幸せ～
- [Youtube](https://www.youtube.com/watch?v=QYP-iNf4VJc&t=13s)
- [Youtube](https://www.youtube.com/watch?v=puUOk2wZTcU)

  - RADIO引き寄せ	チャンネル登録者数 9360人
　　137:45	交感神経系は胃の背後の神経節層にあるたいよう神経層にその中心があり、お腹にある
　　137:53	などと言われています。
　　137:55	そして、これが体の重要な機能を無意識に支えているのです。
　　138:01	かなり難しくなりましたが、神経を仲立ちとした、
　　138:05	心と体の仕組みを簡単に説明しますと、
　　138:09	顕在意識がある考えを思いついた時、随意神経が振動を起こします。
　　138:15	それが交感神経に伝わって同じ振動が起きるというわけです。
　　138:20	この時初めて、潜在意識に顕在意識からの考えが到達したということになります。
　　138:27	目に見えない心や考えが、あなたの身体にいろいろな形で現れてくるがこのためです。
　　138:36	新たの意識は、あなたの肉体を循環しているからです。
　　138:40	[音楽]


　　138:42	顕在意識と肉体の関係
　　138:45	細胞組織や内臓の構造を調べてみると、
　　138:49	それらは知性を持つ細胞群からなり、
　　138:52	顕在意識からの命令を受けて活動を実行していることが分かります。
　　138:57	単細胞動物を観察すればその様子が一層、
　　139:00	わかりやすいと思います。
　　139:02	外界からの刺激による様々な運動、栄養吸収、排泄などに精神的な作用反作用を見ること
　　139:10	ができるからです。
　　139:12	顕在意識が不安や恐怖、
　　139:15	他からの根拠のない意見に惑わされたり犯されたりすると、
　　139:19	細胞組織はそれに敏感に反応しますから、肉体的な障害が起きたりするわけです。
　　139:26	こういった、ネガティブな感情は、あなたの体の細胞組織部活動を狂わせる原因となります。
　　139:34	しかし、
　　139:35	このような場合を除くと、本来あなたの身体の面倒は潜在意識が見ていますから、心配いりません。
　　139:41	
　　139:42	健康と平和を心がけでさえいれば、潜在意識は必然的に健康維持し続けてくれます。


　　139:51	すべては良いことのためにある
　　139:54	あなたの潜在意識は、良いことのために働きます。
　　139:59	それは宇宙意識が、森羅万象に与えるのと同じ力です。
　　140:04	この世は善なるものから成り立っているのです。
　　140:07	悪などというものは知らない。ということから出発しているのです。
　　140:11	悪は恐怖や不安が作り出しているのですね。
　　140:15	もし、
　　140:16	人々が自分の潜在意識を見いだし、無限の力を知ることができたなら、
　　140:21	恐怖心など一切なくなるでしょう。
　　140:25	愛と平和に満ち、争いも起きないはずです。
　　140:29	ところが、
　　140:30	そんな自分の力を知らない人たちが、余裕のない心の狭い世界で喘ぎながら悪を
　　140:35	作り出していくのです。
　　140:37	無限の叡智は、
　　140:39	あなたの気づかないところで意思を持ち、あなたを存在させています。
　　140:44	例えば、
　　140:46	あなたが生まれてきたのには必ず理由があります。
　　140:50	あなたは気づかなくても、潜在意識は知っています。
　　140:54	無限の叡智こそが、あなたをこの世に生み出したからです。
　　141:00	どんな困難や苦痛にであっても、それは必ず良いことのためのステップだ。と信じてください。
　　141:06	事実、そうなのですから。
　　141:08	[音楽]


　　141:10	真理を知る
　　141:12	まず私たちは真理を知ることから始めなければならないでしょう。
　　141:17	真理を知ることとは、無限の叡智と力を持つ
　　141:21	私たちの中の潜在意識の存在を知るということです。
　　141:25	意識的であろうと、無意識的であろうと、あなたの心も曇りはいろいろな形となって必ず
　　141:32	ネガティブな結果を生み出してしまいます。
　　141:35	専門家によると、人の体は11か月ごとに作り替えられるのだそうです。
　　141:40	すると私たちは、どんなに年をとっても生後11か月に過ぎないわけですね。
　　141:46	ところが、恐怖や憎悪、嫉妬などの感情を抱き続ければ、せっかく浄化された身体も健康上の
　　141:53	障害を引き起こすことになってしまいます。
　　141:56	しかし、それはあなたの責任です。
　　141:59	あなたのまいた種は、あなたが刈り取らなくてはいけません。
　　142:03	闇から抜け出すためには、光が必要です。
　　142:07	寒さを防ぐためには熱を必要とします。ですから、
　　142:11	ネガティブな考えを打ち消すためには、ポジティブな考えに置き換えることが必要です。


　　142:18	生命の法則
　　142:21	生命が誕生するということは、そこに成長と前進があるということです。
　　142:26	これが自然の法則ですから、健康であることこそが正常なのです。
　　142:32	病気になるということは、その生命の法則、いわゆる自然の法則に反することになります。
　　142:39	宇宙の法則では、すべてのものがプラスの方向へ流れていこうとする力が働いています。
　　142:45	ところが、その流れに逆らうと、当然歪みができ、バランスを崩してしまいます。
　　142:52	あなたが、
　　142:53	病気になるということは、あなたの中の小さな宇宙で、これと同じことが起こっているからです。
　　143:00	
　　143:01	あなたが、自分自身に調和を保っていれば、常に健康でいられます。
　　143:07	調和を崩すとその原因となった考えが、あなたに付きまとい、苦しみ悩ませ、
　　143:13	最悪の場合は死へと追いやることになります。
　　143:17	これは完全に生命の法則に逆行しています。
　　143:21	あなたの正常な状態でいるためには正常な考えを持てばいいわけです。
　　143:27	正常な考えとは、あなたを喜ばせ、
　　143:30	ワクワクさせるような考えのことです。
　　143:34	ある雑誌で私は興味深い記事を見つけました。
　　143:37	それは脊椎結核、通称、
　　143:41	ホットシ病だった少年の、治癒例に関するものでした。
　　143:45	医者はその少年に不治の病であることを告げました。
　　143:50	しかし少年は、決してあげられず、健康に戻るという願望を入力し続けました。
　　143:55	一日の始まり、そして1日の終わりは、この願望の入力の言葉だったと彼は語っています。
　　144:03	もちろん、
　　144:04	絶望や悲しみで、気持ちが滅入りそうになることもあったといいます。
　　144:08	しかし、そんなときネガティブな気持ちを少しでも受け入れてしまえば、一生絶望と悲しみ
　　144:14	を背負って生きていくことになるだろう、と彼は考えたそうです。
　　144:18	ですから、
　　144:19	そんなネガティブな気持ちが心のスキマを狙って入り込もうとするとき、すかさず
　　144:24	弱い心の扉を閉め希望を持つようにしたのだそうです。
　　144:29	彼の潜在意識は願いを叶えました。
　　144:33	立ち上がって歩くことさえ出来なかったその少年はしっかり健康な青年になりました。
　　144:40	自分の夢や信念は決して、諦めないでください。
　　144:44	あなたが信じ望む限り、それは必ず実現します。



　　144:50	反復と信念と期待が奇跡を起こす
　　144:53	[音楽]
　　144:55	目に手術が必要な病気を持つ青年が、私の講演に来ていました。
　　145:00	彼はそれから毎晩、私は講演で話したことを実行したそうです。
　　145:06	この世の中を創造した全知全能の力と、私の潜在意識の力は、同じものです。
　　145:13	自分の目と体のすべてをつくったのは潜在意識だから、必ず、この目を治してくれるはずだ。
　　145:20	と繰り返し潜在意識に言い聞かせました。
　　145:24	まだ眠りにつく前、
　　145:26	手術が必要だといった医者が、「自分の目を見て信じられない
　　145:31	これは一体どういうことだ！？
　　145:32	完全に治っている。」と、驚くシーンを何度も心に描きました。
　　145:37	それを始めて３週間後、病院に行くと、
　　145:41	彼が心に描いた情景と同じように医者は信じられないと驚いたそうです。
　　145:48	反復と信念と期待が彼を癒したのです。


　　145:52	セッション７のまとめ

　　145:55	第１に、
　　145:57	生命を維持するものは潜在意識です。
　　146:00	それは、
　　146:01	疲れを知らず眠ることもありません。
　　146:04	またあなたの直感は、潜在意識からメッセージです。
　　146:09	自分の直感を信じてください。

　　146:12	第２に、
　　146:14	眠りにつく前に、潜在意識に仕事を任せてしまうことです。
　　146:20	あなたが眠っている間に、潜在意識はそれに応えようとするでしょう。

　　146:25	第３に、
　　146:27	あなたの心と体は一体です。
　　146:30	考えることが、脳からたいよう神経層に送られ、
　　146:35	あなたの肉体に現れます。

　　146:38	第４に、
　　146:40	顕在意識が考えることが、細胞組織も活動を制御しています。
　　146:45	良い設計図を与えてあげてください。

　　146:50	第５に、
　　146:51	すべては、
　　146:53	良いことのためにあるのです。
　　146:55	恐怖や不安は無知から生じるものです。
　　146:59	あなたの力を信じ、
　　147:01	真実を潜在意識に注いでください。

　　147:05	第６に、
　　147:08	人の身体が11か月ごとに作り直されています。
　　147:12	新しい気持ちで希望を持って生きてください。

　　147:16	第７に、
　　147:18	生命の原理というものは、
　　147:20	常に健康を保とうとしています。
　　147:24	病気というものは、それに反するものであり、不合理なことなのです。
　　147:28	ですから、
　　147:30	生命の法則に従って、生を受けている限り、あなたはいつでも良い方向へ進んでいる
　　147:36	ことを忘れないでください。

　　147:39	第８に、
　　147:41	絶望、悲しみ、
　　147:44	不安を受け入れてしまうと、それは永久にあなたにつきまといます。
　　147:49	それらの感情は直ちに追い払い、希望を持つことです。

　　147:55	第９に、
　　147:57	あなたが肯定し信じることは、あなたの人生に現れてきます。
　　148:02	自分の望む人生を常に、心に描いておくことです。




　　148:13	セッション８。ほとんどの人が自分が持つ潜在意識の力に気づいていません。
　　148:18	また潜在意識について知っていても、十分にその働きを理解していないために、望む結果を
　　148:23	得られなかったりしています。
　　148:26	その多くは力みすぎや半信半疑の気持ちが潜在意識に迷いを与えているからです。
　　148:33	例えば、どうしていいかわからないとか、泥沼だとか、全然思ったようにならないじゃないか
　　148:39	などと考えたことはありませんか？
　　148:42	潜在意識は強制には反応しません。
　　148:45	あなたが、疑いながら強制しても、効果は得られないということです。
　　148:51	信念と顕在意識が受け入れた考えだけに、反応するからです。
　　148:55	あなたが、
　　148:56	常にポジティブな考えを維持し、エネルギーをプラスの方向に流し続けるなら、それは宇宙
　　149:03	の法則に従って、あなたの考えや要求を実現させてくれます。
　　149:08	例えば、あなたがタクシーの運転手だとします。
　　149:12	そして乗せた客が、行き先を7回も８回も時間を変えたらどうしますか？
　　149:17	たぶんあなたはウンザリして、料金はいらないから降りてくれと言うでしょう。
　　149:21	それと同じです。
　　149:23	あれこれ意見され、あなたの考えがまとまらず、信念もなく考えをコロコロ変えていれば、
　　149:29	潜在意識はそこで立ち往生してしまいます。
　　149:32	病気という厄介な問題でも、潜在意識の力で治すことができるのですから、あなたの夢を
　　149:39	叶えてくれないわけがありません。
　　149:41	力まず、強制せず、周りに左右されるあなたの考え、あなたの信念を強く持ち
　　149:48	ただ信じることです。あなたがもし成果を得ていないというなら
　　149:53	それが足りないからです。

　　149:57	心の余裕と効力
　　150:00	あなたの夢を叶えるため成功を収めるために些細なことやその後方ね神経を使う必要は
　　150:07	ないのです。
　　150:08	あなたが望む最終的な場面だけを心に描き、それに意識を集中させるのです。
　　150:15	経済的な問題であれ、会社のことであれ、
　　150:18	体のことであれ、あなたが今問題としていることの結果だけを何度も心に植え付けることです。
　　150:24	
　　150:25	あとの細かな手段や方法は、その結果を得るための過程として、潜在意識がさまざまな
　　150:32	チャンスをあなたの前に表してくれるはずです。
　　150:36	その時あなたは偶然と呼ぶべきチャンスをうまく利用すればいいのです。
　　150:41	ところが、些細なことに気を使い、
　　150:44	手段や方法がないと心配すれば、それが失敗の原因になります。
　　150:49	だからこそリラックスして、気楽に考えることが大切です。
　　150:54	何事も良いことのためにあるんだから。
　　150:58	そんな心のゆとりが成功の秘訣なのです。


　　151:04	いつもワクワクすることを想像しよう
　　151:07	潜在意識を使うときは、子どものような純粋で単純な気持ちになってください。
　　151:14	子供は、
　　151:15	俗に大人の言う不可能なことも平気で口にし、それを自分の夢として心に抱くものです。
　　151:22	ところが、大人になるにしたがって現実と夢を切り離してしまうものです。
　　151:28	子供が可能性をいっぱい秘めた宝のように言われるのは、私たち大人よりもずっと潜在
　　151:34	意識の使い方が上手いからかもしれませんね。
　　151:38	ですから、
　　151:39	新たが潜在意識によって成功を収めようとするなら、子供の頃の気持ちを思い出してみる
　　151:45	といいでしょう。
　　151:46	自由で開放的な気持ちが、想像力を豊かにします。
　　151:51	そして、気持ちがわくわくしてくることでしょう。
　　151:54	このワクワクする気持ちこそが大切なのです。
　　151:58	これは潜在意識に一番確実に伝えることのできる信号だからです。


　　152:04	信じるということ
　　152:06	夢が叶う、成功するとはどういうことでしょう？
　　152:10	それはあなたが心に描いた、つまり、
　　152:13	想像していた結果通りになるということじゃないでしょうか。
　　152:17	すると、
　　152:19	潜在意識から応答得るためにはあなたの想像力がいかほどのものかということになりますね。
　　152:25	
　　152:26	イマジネーションに磨きをかけてください。
　　152:29	人は証拠や事実を目で見ないことにはなかなか物事を信じようとします。
　　152:34	ですから、潜在意識の力を無限だと信じて断言する人は少ないでしょう。
　　152:39	しかし、信じるということは、心に描いたものが目に見えないものであってもそれが真実で
　　152:46	あると思うことです。
　　152:48	あなたなイメージしたことは、イメージした時点で、実現されたと同じことです。
　　152:54	ですから、実現するという強い確信を持つことです。
　　152:59	結果は信じる前ではなく、信じた後に得られるものです。


　　153:05	願いをかなえるため
　　153:07	願いをかなえるためには、次のような方法が効果的でしょう。
　　153:12	まず問題を明らかにします。
　　153:14	次に、潜在意識にその解決策を問いかけてみます。
　　153:18	そして、その願いは叶えられたという強い確信を持つことです。
　　153:24	こうなればいいんだなとか、本当に大丈夫かなと言って、あなたの確信を弱めてしまってはいけません。
　　153:30	
　　153:31	顕在意識の無限の力を信じて、祈ることです。
　　153:35	あれこれ些細なことに気を使うのはやめにして、ただ自分の望みを潜在意識にインプットする
　　153:41	ことに専念してください。
　　153:43	あなたの願いは、あなたの発するエネルギーが宇宙のそれと同化したその時、
　　153:49	具体的な結果としてあなたの前に姿を現すでしょう。


　　153:55	願望とイマジネーション
　　153:58	有名な心理学者クウレは次のように言っています。
　　154:02	意思とイマジネーションが争った場合、必ず
　　154:06	イマジネーションの方が勝利を収める。
　　154:09	この言葉の意味を例えるなら、次のようになります。
　　154:14	今、
　　154:15	あなたに、庭に置いた幅の狭い板の上を歩けてと言ったなら、何の問題もなく簡単にその上は
　　154:23	歩くことができるわけです。
　　154:25	では、
　　154:26	地上600メートルの山から山に渡したその板の上は歩けと言ったらどうでしょう？
　　154:32	あなたがいくらを渡りたいと思っても、落ちた時のことをイメージした途端、その考えは消え去ることでしょう。
　　154:38	
　　154:39	600メートルの高さから落ちる光景があなたを支配してしまったのです。
　　154:45	恐怖は強ければ、強いほど、悪い結果なイメージは膨れあがるものです。
　　154:50	そしてその通りの結果を招いてしまうというわけですね。
　　154:55	スタントマンが失敗する時というのは、そのアクションも寸前に一瞬不安や恐怖がよぎる
　　155:01	のだそうです。
　　155:02	これがエネルギーの流れに歪みを与えるのですね。
　　155:07	スタントマンが成功するときは、成功した様子だけを頭に残し、他のことは一切考えないと
　　155:13	言います。
　　155:14	願望の逆のイメージというのは、宇宙の法則に逆らうことになります。そこであなたの
　　155:20	エネルギーの流れを変えてしまうわけです。
　　155:23	結論を言うと、
　　155:25	潜在意識はあなたの一瞬のイメージを見逃しはしません。
　　155:30	あなたが、
　　155:31	心に一瞬でも強く焼き付けたことをそのまま、受け取ってしまうからです。
　　155:36	潜在意識は、あなたの中の相反する命題のうち、
　　155:40	強いものを受け入れます。
　　155:43	私はこうなりたいが、ダメかもしれない。
　　155:45	こんなに努力しているのに、なぜだめだ。
　　155:48	こんな考えがある限り、あなたの努力は無駄なものとなってしまいます。
　　155:53	何も力むことはありません。強制しようとするから、流れに逆らうことになるのです。
　　156:00	自分の
　　156:01	心のおもむくままに任せていればいいのです。
　　156:05	よく試験などでど忘れすることがありますね？
　　156:09	突然頭の中が真っ白になって、どうしても思い出せず、
　　156:12	思い出そうとすればするほど、それに関連することまでどんどん忘れてしまいます。
　　156:17	そして試験が終わって、ふとした時に答えを思い出したりするものです。
　　156:23	そんな時、どうしてこれが思い出せなかったのだろう、とそれはもう悔しいものですが、
　　156:29	これはど忘れした時、ムリヤリ自分に思い出させようとプレッシャーを与えすぎたため、
　　156:35	逆効果になってしまったのです。
　　156:37	リラックスすれば、簡単に手に入れることができたのに。
　　156:41	その証拠に、試験が終わって緊張が解けた途端、答えが浮かんできたというわけです。
　　156:43	


　　156:48	あなたが、心に何かをイメージしようとするとき、
　　156:49	
　　156:52	余分な精神力を必要とするなら、それはあなたの中で何かそのことに対する反発があるからです。
　　156:58	
　　157:00	真にあなたの望むことであるなら、努力や意思は必要ありません。
　　157:05	聖書の中にこんな言葉があります。
　　157:08	「もし、
　　157:09	あなたがたのうちの２人が、
　　157:11	どんな願い事についても、地上で心を合わせるなら、
　　157:15	天にいます私の父は、それをかなえてくださるであろう。」
　　157:21	この２人とは
　　157:22	誰の事だと思いますか？
　　157:25	これはあなたの知るあなた自身と、あなたの中の多いなど自己のことと考えていいでしょう。
　　157:31	
　　157:32	すなわち、顕在意識と潜在意識です。
　　157:36	この2人が心を合わせるということは、あなたの願望と想像、思想と感情が一致すること
　　157:43	を意味します。
　　157:45	リラックスして、ウトウトした状態のとき、あなたの顕在意識の大部分は眠りの中に沈んで
　　157:51	しまい、
　　157:52	潜在意識が表れてきます。この状態が最も良いと言われるのは、
　　157:57	願望と創造の葛藤がなくなるからです。
　　158:01	あなたの願望を否定しようとする創造は顕在意識とともに沈んでしまうので、
　　158:07	願望がそのまま潜在意識に伝えられます。
　　158:10	このとき、あなたがワクワクすることを考えるなら、潜在意識はそれを実現させてくれます。
　　158:19	願望と創造の葛藤を克服した少女の例を挙げてみましょう。
　　158:24	複雑な訴訟問題に関わった彼女は、円満に解決したいと思いながら、それは延期、延期という形で、
　　158:30	解決の兆しはありませんでした。
　　158:34	そこで私は彼女に次のようなアドバイスをしました。
　　158:38	毎晩寝る前に、円満に解決されたと、
　　158:41	場面をイメージし、それを実感するようにと。
　　158:45	願望と創造の一致が大切なことだと、よく理解していた彼女は不安がよぎりそうになると、
　　158:51	ただちにそれを打ち消すようにしていました。そして彼女は、弁護士の話やその場の状況
　　158:57	など映画を観ているように心に描きました。
　　159:02	繰り返し、繰り返し、そのシーンだけをイメージしました。
　　159:06	数週間後、弁護士から連絡があり、
　　159:09	彼女のイメージした映画通りのことが起きました。


　　159:14	セッション８のまとめ
　　159:17	第１に、
　　159:19	自分の心無理に従わせようとしたり、
　　159:22	力を入れすぎると歪みをつくるもとになります。
　　159:25	気楽な気持ちでいることが大切です。

　　159:28	第２に、
　　159:30	リラックス状態にあるとき、
　　159:32	望む結果を心に描くと、それは潜在意識によって実現されます。

　　159:38	第３に
　　159:40	どんな問題にも、必ず答えと解決策はあります。
　　159:44	目に見えないものを信じることが実現させる秘訣です。

　　159:50	第４に、
　　159:52	細かなことや手段や方法を気にしてはいけません。結果だけを考えていれば、細かなことは
　　159:58	潜在意識が段取りしてくれます。

　　160:01	第５に、
　　160:02	あなたの心にある普段の考えが
　　160:05	あなたの生活の表れです。
　　160:08	あなたは普段どんな考えを持っていますか？

　　160:11	第６に、
　　160:13	イマジネーションこそがあなたの持つ力です。
　　160:16	あなたは自分でイメージする通りの人間です。

　　160:21	第７に、
　　160:23	リラックスして眠りそうになった状態のときは、心の葛藤がありません。
　　160:28	その時、
　　160:30	あなたの願望を何度も繰り返すことです。
　　160:33	潜在意識はその通り受け取るでしょう。
　　160:37	[音楽]




　　160:41	あなたが今、お金のことで悩んでいるとしたら、
　　160:45	望むだけの収入が得られるということを、あなたの潜在意識がまだ知らないからです。
　　160:50	事実、週に数時間働くだけで驚くほどのお金を稼ぐ人もいます。
　　160:56	あなたが、お金は額に汗して奴隷のように働いて、やっと得るものだと考えているのなら、
　　161:02	あなたはそのような方法でしか
　　161:05	収入は得られません。
　　161:06	しかし、楽してで高収入を得たいと思えば、それも可能なことなんです。
　　161:12	そう思っている人はそうやってお金持ちになっています。
　　161:16	努力する必要はありません。
　　161:18	努力とは、自分に強制させることですから、辛く苦しいことです。
　　161:24	あなたが
　　161:25	したくてたまらないことをしてください。
　　161:27	やりたくてたまらないことをやってください。そしてそれが、ワクワクして楽しいからやる
　　161:33	というようにしてください。
　　161:35	あなたが寝る間を惜しんで、色々な楽しいことをしても、それが努力とか苦労とは感じないでしょう。
　　161:41	
　　161:42	努力や苦労は当然苦痛を伴いますから、あまり成果はありません。
　　161:47	あなたが好きでやることは、全て喜びになりますから、
　　161:50	気づかないうちに成果を上げているはずです。
　　161:54	ロサンゼルスの会社の重役で、年俸
　　161:57	75万ドルという人を知っていますが、彼は私にこう言いました。
　　162:02	私はそれだけの金に値する人間なのだ。
　　162:05	そう潜在意識に思い込ませたんだ。と
　　162:08	また彼の会社で、週給数百ドルで働いている人たちを表して、「私よりも仕事を知り管理も
　　162:15	旨いのに安いに、創造的な考えがなく現状に満足しているからそこまでの生活なのだ」とも
　　162:22	言っていました



　　162:24	富と豊かさへの確信を持つ
　　162:28	あなたが口先で、私は億万長者だ。
　　162:31	私は億万長者だ。と繰り返しても、億万長者になれるものではありません。
　　162:36	
　　162:37	富とは各人の主観的革新に過ぎませんから、
　　162:42	まず、富と豊かさという概念を、あなたの中に作り上げてください。
　　162:46	富に関する意識を成長させてください。



　　162:51	ポジティブ宣言
　　162:53	仕事はうまくいかなかったり、
　　162:56	株で大損したりすると、多くの人がすっかり
　　162:59	無気力になってしまいます。そういう人は潜在意識の力の利用法を知らないからです。
　　163:05	自分の限りない力について、何も知らないからです。
　　163:09	心が貧しい人は、やはり貧困な状態のままでしょう。
　　163:14	心が豊かな人は、自分が望み、必要とするものすべてを手に入れています。
　　163:19	ですからまず、あなたの中のネガティブ、消極的な考えを追放することです。そしてすべて
　　163:25	をポジティブ、積極的な考えに切り替えてください。


　　163:31	富はあなたの
　　163:33	このプログラムを聞きながら、あなたは私も成功と富を手に入れたいと思われていることでしょう。
　　163:39	
　　163:40	もちろん、あなたにも手にすることができます。
　　163:44	一日数回、５分程度でいいですから、
　　163:47	豊かさと成功を自分自身に言い聞かせてみてください。
　　163:52	毎日信念を持って、繰り返しあなたの潜在意識に入力することが大切なのです。
　　163:59	私は勝利者だというのではなく、
　　164:01	あなたの心の奥底で静かに確信するのです。
　　164:06	富について確信を抱いていると、
　　164:08	「私は豊かだ」という感情が湧いてくるはずです。
　　164:12	このことが重要なのです。
　　164:14	この感情こそが富を作り出す源なんです。
　　164:20	あなたが潜在意識に任す刻印したことは必ず現実としてあなたの前に姿を現します。
　　164:28	それが富であろうと、貧困であろうと現実化してくるのです。
　　164:32	そうだとしたら富を望まない手はないでしょう。


　　164:37	何も起こらないという
　　164:38	[音楽]
　　164:40	35年間世界中のあらゆる場所で、あらゆる機会に、私は潜在意識とその活用法についてお
　　164:47	話ししてきましたが、苦情も数多く受けました。
　　164:51	それは、
　　164:52	私の言った通りのことをやっても、少しも事態が変わらないというものがほとんどでした。
　　164:57	例えば、何ヶ月間も「自分は金持ち、大成功している」と言ってきたのに、何も起こらなかった
　　165:04	という。
　　165:05	その答えは簡単です。それは
　　165:08	その人たちの心のどこかに自分自身に嘘をついているなと感じているからです。
　　165:14	「自分は金持ちだ」と言葉で言っていても、心の奥底では自分の現実だけを見てしまって、本当
　　165:21	は金持ちなんかじゃないんだ」と顕在意識が認識してしまっていたからだろうです。
　　165:27	目標としたことが成功するのは、
　　165:30	心の中で葛藤や議論を起こさず、
　　165:33	顕在意識もそれを確信した状態でなくてはなりません。
　　165:37	潜在意識が真に受け入れるのは、
　　165:40	あなたが思うことだけなのです。
　　165:43	潜在意識はあなたの上辺だけを見て言葉だけを聞いて受け入れるのではありません。
　　165:49	あなたがいかに口がうまく他人を納得させることに長けていたとしても、自分自身には真実
　　165:55	しか通用しません。
　　165:58	潜在意識は、
　　165:59	あなた自身なのですから、あなたの疑惑や不信はすぐに見抜いてしまいます。
　　166:05	心から願い、心から信じてください。
　　166:08	それによって良い結果が必ず生まれるのですから。


　　166:13	すべては良いことのためにある
　　166:17	いつも葛藤に悩まされている人にその克服法をお教えしましょう。
　　166:23	「すべては良い方向へ向かっている」
　　166:27	この言葉を眠りに着く前に、何度も繰り返してください。
　　166:31	この言葉に議論の余地はないはずです。
　　166:34	もし今あなたがお金に困っていたとしても、顕在意識潜在意識が認識している現実と、
　　166:41	この言葉に矛盾が生じないからです。
　　166:44	私は売り上げが不振で、経営難に陥った実業家にこのように言ったことがあります。
　　166:50	
　　166:51	会社へ行ったらまずリラックスして、
　　166:54	「売り上げは日に日に必ず伸びていく」と何度も繰り返すように、
　　166:59	これは顕在意識と潜在意識を協力させることができる言葉だからです。
　　167:04	結果は、言葉が通りになりました。
　　167:06	
```



```
　　167:00	あなたの考え方が財産
　　167:04	あなたの
　　167:05	「これをやりたいが、資金がないから無理だ」とか
　　167:08	「生活ができなくなってしまう」
　　167:11	「この家を売り渡すことになるかもしれない」などという考えは、クレジットカードを
　　167:15	ばらまいているのと同じことです。
　　167:18	潜在意識はあなたのネガティブ消極的な感情を受け取り、
　　167:23	あなたの要求通り新たから財産を削り取っていくでしょう。
　　167:27	あなたの大切なクレジットカードを、「どうぞ勝手に使ってください」と言わんばかりに、
　　167:32	道端にばらまいているのと同じことなのですよ。


　　167:37	一日の始まりは人生の創造主
　　167:42	潜在意識に与えられたイメージが増大し拡大されて現実として姿を表しますから、
　　167:48	富裕感を持つ人には富を、そして当然、
　　167:51	欠乏観を持つ人には貧しさが訪れます。
　　167:55	目覚めたら、成功・富・平和など積極的な感情を描いてください。
　　168:01	今日１日があなたの望み通りになり、
　　168:04	その積み重ねが、あなたの人生を作り上げていきます。
　　168:08	あなたの人生をあなたの望み通りにしたいなら、
　　168:12	１日１日を気持ちよく生きることです。
　　168:15	[音楽]


　　168:17	自分を信じることが成功のもと
　　168:21	私には、「マーフィー博士、
　　168:24	あなたの言うとおりにやってみたが何も起こらなかった」と再び言っているあなたの姿が
　　168:29	目に浮かぶようです。
　　168:31	では、
　　168:32	なぜ、あなたは効果を上げられなかったのでしょう？
　　168:35	それはあなたの心の中の不安や不信感が、肯定の言葉を消してしまったからです。
　　168:41	
　　168:42	せっかく実ろうとする種をまいても、そんなネガティブな感情で掘り起こしてしまったら、
　　168:47	芽は出てきません。
　　168:49	私には無理だと言いそうになったら、すぐに中断してください。
　　168:52	そして、
　　168:53	「私にはきっとできる」に変えてください。
　　168:56	あなたにできないことはないのです。
　　169:00	さあ、不安や疑問をかなぐり捨てて、たった今から人生を肯定的に生きてください。
　　169:06	あなたには何でもできる能力が備わっているのですから。
　　169:09	[音楽]


　　169:11	富とは
　　169:14	潜在意識は全知全能です。
　　169:17	その力が衰退することも、知識が薄れることもありません。
　　169:21	いつでも、顕在意識に流れ込んで、ひらめきや直感を、与えようとしています。
　　169:28	そして、あなたの望んものたとえば、お金だとか地位として世の中に姿を現そうとしています。
　　169:35	
　　169:36	株式市場の動向がどうであろうと、円とドルの相場が上がろうと下がろうと、日米経済摩擦
　　169:42	が騒がれようと、そんなことは一切関係ありません。
　　169:46	銀行預金や株式や債券など、あなたの富とは実際のところ経済的な象徴にしません。
　　169:53	しかし、
　　169:54	その象徴がなければ何も手に入らないんです。
　　169:57	その象徴があってこそ、あなたは自分の欲しいものを次々と形にして手に入れることができるのです。
　　170:04	


　　170:05	人の噂話好きで、陰口ばかり叩いている人がいます。
　　170:09	あなたもそういった人たちの話を聞いたことがあるでしょう。
　　170:13	大抵彼らは、顔をくしゃくしゃにゆがめ、口調は重く、
　　170:17	つぶしたような声で、成功者をののしります。
　　170:21	ところがそういう人に限って、成功を手にすることがありません。
　　170:25	そういう行為は、本当は、欲しくてたまらないものを
　　170:30	価値のないものと言っているのと同じです。だから、
　　170:34	それらを手に入れることができないんです。
　　170:37	悪口や妬みは、あなたからそれらのものを奪う原因となります。
　　170:42	気を付けて下さい。



　　170:45	嫉妬心は破滅のもと
　　170:48	富や成功への妨げとなる障害物、
　　170:51	それは嫉妬です。
　　170:53	嫉妬する心は破滅へとつながります。
　　170:56	あなたをとてもネガティブ・消極的な気持ちにさせるからです。
　　171:00	
　　171:01	ネガティブな気持ちでいると、どんどんあなたのもとから富が跳び去って行ってしまうのです。
　　171:06	
　　171:07	その結果、あなたには一切、富というものが流れてこないで、
　　171:11	あなたから流れ出ていきます。
　　171:13	エネルギーの流れに、あなたの感情が逆らっていると、どんどんエネルギーを逆流していきます。
　　171:19	
　　171:19	すると、摩擦は大きくなり、あなたの中でパニックが生じ、いずれは破滅という形になって、
　　171:25	現れるでしょう。
　　171:27	他人に嫉妬する代わりに、その事実を認め受け入れてやることです。
　　171:32	あなただって、受け取ればそうなれるのですから。
